url_length,number_of_special_characters,_has_ssl,number_of_name_servers,number_of_href_links,has_pop_up,has_input,has_password,number_of_subdomains,has_favicon,NonStdPort,LinksInScriptTags,has_title,has_submit,has_button,has_link,has_email_input,has_hidden_element,has_audio,has_video,number_of_inputs,number_of_buttons,number_of_images,number_of_option,number_of_list,number_of_TR,number_of_TH,number_of_paragraph,number_of_script,length_of_title,has_h1,has_h2,has_h3,length_of_text,number_of_a,number_of_div,number_of_figure,has_footer,has_form,has_text_area,has_iframe,has_text_input,number_of_meta,has_nav,has_object,has_picture,number_of_sources,number_of_span,number_of_table,number_link,has_abnormalURL,has_dns_recording,GoogleIndex,double_slash_redirecting,domain_registration_length,statistical_report,https_token,submitting_to_email,count_redirects,has_executable_files,count_javascript_files,Label
23,1,1,0,139,1,1,0,0,1,1,0,1,0,1,1,0,1,0,0,195,32,0,0,101,0,0,48,19,63,0,1,0,6953,139,143,0,1,1,0,1,1,8,1,0,0,0,4,0,55,0,-1,1,1,0,1,1,1,0,0,12,1
18,0,1,2,93,0,1,0,-1,1,1,1,1,0,1,1,0,0,0,0,1,8,0,0,4,0,0,21,6,22,1,0,1,1979,93,78,0,1,1,0,0,1,18,1,0,0,0,10,0,21,0,-1,1,1,-1,1,1,1,0,0,3,1
14,0,1,3,108,0,1,0,0,1,1,0,1,0,1,1,0,1,0,0,16,3,0,0,29,0,0,61,20,120,1,0,0,6792,108,84,0,0,1,1,1,1,7,1,0,0,0,13,0,36,0,1,1,1,0,1,1,1,0,0,2,1
17,0,1,4,16,0,0,0,-1,1,1,-1,1,0,1,1,0,0,0,0,0,10,0,0,4,0,0,22,17,47,0,0,1,1529,16,119,0,1,0,0,0,0,5,1,0,0,0,51,0,74,0,-1,1,1,-1,1,1,1,0,0,16,1
17,0,1,0,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,1,0,0,0,1
14,0,1,0,94,1,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,4,0,0,29,0,0,5,42,49,1,1,0,3080,94,269,0,0,0,0,1,0,29,0,0,0,0,46,0,95,0,-1,1,1,-1,1,1,1,0,0,3,1
12,0,1,2,62,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,0,42,0,0,38,52,61,1,1,1,7310,62,354,5,1,0,0,1,0,19,1,0,0,0,45,0,14,0,1,1,1,0,1,1,1,1,0,3,1
15,0,1,0,194,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,17,84,0,8,10,38,1,0,0,6652,194,184,0,0,0,0,1,0,5,1,0,0,0,124,18,82,0,-1,1,1,0,1,1,1,1,0,5,1
19,0,1,0,160,0,1,0,0,1,1,1,1,0,1,1,0,0,0,0,6,1,0,0,105,0,0,21,58,24,1,1,1,3969,160,156,0,1,1,0,1,1,18,1,0,1,12,7,0,76,0,-1,1,1,0,1,1,1,1,0,8,1
21,0,1,0,19,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,1,0,0,15,0,0,1,10,17,0,0,0,522,19,30,0,1,0,0,0,0,17,1,0,0,0,4,0,0,0,-1,1,1,0,1,1,1,0,0,4,1
26,0,1,0,94,0,1,1,-1,1,1,0,1,1,0,1,0,1,0,0,9,0,0,0,51,7,0,29,15,16,0,1,0,2906,94,113,0,0,1,0,0,1,4,1,0,0,0,29,1,12,0,-1,1,1,1,1,1,1,1,0,12,1
21,0,1,0,90,0,1,0,0,1,1,-1,1,1,1,1,1,1,0,1,14,1,0,0,67,0,0,21,25,61,1,1,1,5305,90,132,0,1,1,0,1,1,23,1,0,1,10,22,0,11,0,-1,1,1,1,1,1,1,0,0,1,1
19,0,1,0,124,0,1,0,0,-1,1,1,1,1,0,1,0,0,0,0,6,0,0,0,30,0,0,5,16,12,1,1,0,8906,124,471,0,0,1,0,0,0,11,1,0,0,0,2,0,20,0,-1,1,1,1,1,1,1,0,0,2,1
18,0,1,0,53,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,42,0,0,6,18,31,1,0,1,1697,53,61,0,1,0,0,0,0,23,1,0,0,0,50,0,17,0,1,1,1,0,1,1,1,1,0,0,1
14,0,1,0,171,0,1,0,0,1,1,0,1,0,1,1,1,1,0,0,44,7,0,17,111,0,0,57,7,50,1,1,1,18383,171,971,0,0,1,1,0,1,19,1,0,0,0,227,0,43,0,-1,1,1,0,1,1,1,1,0,1,1
22,1,1,0,53,0,1,0,0,1,1,-1,1,0,1,1,0,0,1,0,4,10,0,0,0,0,0,26,4,22,1,1,1,2752,53,136,1,1,0,0,1,0,17,0,0,1,12,88,0,6,0,-1,1,1,-1,1,1,1,1,0,2,1
15,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,31,0,0,0,83,0,3,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,-1,1,1,0,1,1,1,0,0,4,1
20,0,1,0,501,1,1,0,0,1,1,0,1,1,1,1,1,1,0,0,109,77,0,350,362,0,0,38,102,103,1,1,0,30105,501,1808,0,1,1,0,1,1,23,1,0,0,0,330,0,472,0,-1,1,1,1,1,1,1,0,0,8,1
14,0,1,2,47,0,1,0,0,1,1,0,1,1,0,1,0,1,0,0,21,0,0,0,0,108,0,1,5,39,0,0,0,2618,47,3,0,0,1,0,0,1,2,0,1,0,0,0,43,33,0,-1,1,1,1,1,1,1,1,0,2,1
17,0,1,2,0,0,0,0,0,-1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,14,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,-1,1,1,0,1,1,1,1,0,1,1
20,1,1,0,33,0,1,0,0,1,1,0,1,1,1,1,0,0,0,0,2,1,0,0,36,0,0,42,5,39,1,1,1,8129,33,28,0,1,1,0,0,0,14,1,0,0,0,2,0,4,0,-1,1,1,-1,1,1,1,1,0,0,1
23,2,1,2,1230,0,1,0,0,1,1,-1,1,1,1,1,0,1,0,0,17,5,0,4,1164,0,0,34,14,74,1,1,1,27161,1230,474,0,1,1,0,0,1,20,1,0,0,0,208,0,1186,0,-1,1,1,0,1,1,1,0,0,0,1
24,0,1,0,112,0,1,0,0,1,1,1,1,0,1,1,1,1,1,0,12,1,0,0,50,0,0,11,90,27,0,1,1,4670,112,215,0,0,1,0,0,1,23,1,0,0,1,114,0,21,0,-1,1,1,0,1,1,1,1,0,0,1
20,0,1,0,89,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,39,0,0,13,0,0,0,19,77,1,0,0,7397,89,207,0,0,0,0,1,0,24,1,0,0,0,3,0,28,0,1,1,1,0,1,1,1,1,0,8,1
12,0,1,0,49,0,1,1,0,1,1,0,1,0,1,1,0,1,0,0,12,2,0,0,13,6,0,5,11,24,0,1,1,818,49,45,0,0,1,0,0,1,12,0,0,0,0,19,3,18,0,-1,1,1,0,1,1,1,1,0,2,1
11,0,1,0,150,0,1,0,0,1,1,0,1,0,1,1,0,1,0,0,3,1,0,1,101,0,0,36,27,4,1,1,1,11656,150,583,0,1,1,0,0,1,11,1,0,1,2,32,0,76,0,-1,1,1,-1,1,1,1,0,0,4,1
14,0,1,0,0,0,0,0,-1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,13,7,0,0,0,36,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,-1,1,1,1,1,1,1,0,0,12,1
23,0,1,0,237,1,1,0,-1,1,1,0,1,0,0,1,0,1,0,1,6,0,0,0,70,0,0,157,26,6,0,1,0,3816,237,145,0,0,1,0,0,1,14,0,0,0,1,53,0,45,0,-1,1,1,0,1,1,1,1,0,19,1
16,0,1,0,19,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,3,0,0,0,0,0,19,7,8,1,1,0,2326,19,34,0,1,0,0,0,0,4,1,0,0,0,1,0,2,0,1,1,1,0,1,1,1,0,1,5,1
24,0,1,0,50,0,1,0,0,1,1,1,1,1,1,1,0,1,0,0,31,8,0,0,14,0,0,22,47,25,1,1,1,5084,50,202,0,1,1,0,0,1,23,1,0,0,0,46,0,13,0,1,1,1,1,1,1,1,1,0,0,1
20,0,1,4,33,0,1,1,0,1,1,0,1,1,0,1,0,0,0,0,8,0,0,0,8,0,0,15,14,58,1,0,1,3301,33,294,0,0,1,0,0,1,5,0,0,0,0,18,0,13,0,-1,1,1,0,1,1,1,1,0,0,1
21,0,1,0,26,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,8,0,0,16,32,44,1,1,0,6711,26,185,0,0,0,0,0,0,15,1,0,0,0,30,0,56,0,-1,1,1,0,1,1,1,1,0,1,1
19,1,1,0,1,0,0,0,-1,-1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,23,1,0,0,110,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,0,1,1,1,1,0,0,1
22,0,1,0,71,0,1,0,0,1,1,-1,1,0,0,1,0,0,0,0,1,0,0,0,42,0,0,17,95,61,1,1,1,4968,71,237,0,1,0,0,0,0,20,1,0,0,0,268,0,17,0,-1,1,1,-1,1,1,1,0,0,0,1
20,0,1,2,99,0,1,0,-1,1,1,0,1,1,1,1,0,0,0,0,2,2,0,0,100,0,0,17,19,52,1,1,1,7652,99,213,0,1,1,0,1,1,19,1,0,0,0,69,0,28,0,-1,1,1,-1,1,1,1,1,0,13,1
21,1,1,0,1,0,0,0,-1,1,1,-1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,33,1,1,0,180,1,10,0,1,0,0,0,0,4,1,0,0,0,0,0,4,0,-1,1,1,-1,1,1,1,0,0,5,1
20,0,1,2,212,1,1,0,0,1,1,0,1,0,1,1,0,1,0,0,8,6,0,0,27,0,0,120,29,69,1,1,1,13349,212,622,4,0,1,0,0,1,18,1,0,1,28,144,0,115,0,-1,1,1,0,1,1,1,0,0,2,1
18,0,1,0,0,0,0,0,0,-1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,14,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,-1,1,1,0,1,1,1,0,0,1,1
15,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,13,0,0,0,52,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,-1,1,1,0,1,1,1,0,0,5,1
15,0,1,0,7,0,0,0,0,1,1,-1,1,0,0,1,0,0,0,0,0,0,0,0,0,8,0,0,0,48,0,0,0,421,7,0,0,0,0,0,0,0,4,0,0,0,0,0,3,4,0,-1,1,1,0,1,1,1,0,0,0,1
10,0,1,0,233,0,1,0,0,1,1,0,1,1,1,1,0,0,0,0,2,1,0,0,110,0,0,23,20,38,0,0,1,11236,233,262,0,1,1,0,1,1,4,1,0,0,0,11,0,115,0,-1,1,1,0,1,1,1,0,0,7,1
15,0,1,0,78,0,1,0,0,1,1,1,1,1,0,1,0,0,0,0,2,0,0,0,38,0,0,20,43,16,0,1,1,7078,78,206,1,1,0,0,1,1,6,1,0,0,0,26,0,18,0,-1,1,1,1,1,1,1,0,0,23,1
16,0,1,0,170,0,1,0,0,-1,1,1,1,1,0,1,0,1,0,0,26,0,0,0,0,22,0,10,21,92,0,0,0,8469,170,75,0,0,1,0,0,1,19,0,0,0,0,24,14,68,0,-1,1,1,-1,1,1,1,1,0,0,1
25,0,1,0,103,0,1,0,0,1,1,0,1,0,1,1,0,0,0,0,4,10,0,0,64,0,0,33,26,20,1,1,1,16230,103,322,0,1,1,0,1,0,11,1,0,1,41,99,0,22,0,-1,1,1,-1,1,1,1,1,0,1,1
14,0,1,0,105,1,1,0,0,1,1,1,1,0,1,1,0,1,0,0,4,9,0,0,94,0,0,2,52,55,1,0,1,5820,105,65,0,1,1,0,1,0,22,1,0,0,0,80,0,17,0,-1,1,1,0,1,1,1,1,0,9,1
10,1,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,1,0,0,0,0,1,0,9,0,0,0,0,0,0,1,0,-1,1,1,-1,1,1,1,0,0,4,1
21,1,1,0,448,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,275,2,0,47,37,82,1,1,1,14700,448,223,0,1,0,0,1,0,16,1,0,0,0,171,2,20,0,-1,1,1,0,1,1,1,1,0,13,1
13,0,1,2,104,0,0,0,0,1,1,1,1,0,1,1,0,0,0,1,0,8,0,0,72,0,0,100,32,47,1,1,1,18753,104,337,0,1,0,0,0,0,18,1,0,0,0,17,0,112,0,-1,1,1,0,1,1,1,1,0,3,1
29,0,1,2,72,0,1,0,0,1,1,0,1,0,1,1,0,0,0,0,1,3,0,0,5,0,0,10,4,25,1,1,0,4985,72,62,0,1,1,0,0,0,4,1,0,0,0,103,0,10,0,-1,1,1,-1,1,1,1,1,0,0,1
16,0,1,3,0,0,0,0,0,-1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,10,0,0,0,69,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0,1
22,1,1,0,133,0,1,0,-1,1,1,0,1,1,1,1,1,0,0,0,5,2,0,0,106,0,0,25,9,55,0,1,1,6449,133,144,0,1,1,0,1,1,22,1,0,1,23,230,0,24,0,-1,1,1,1,1,1,1,0,0,3,1
17,0,1,0,7,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,2,0,0,2,0,0,5,4,13,1,1,0,378,7,19,0,1,0,0,0,0,4,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1
16,0,1,0,109,0,1,0,0,1,1,1,1,0,1,1,1,1,0,0,8,12,0,0,43,0,0,8,49,9,1,1,1,4771,109,429,0,1,1,0,0,1,23,0,0,0,0,64,0,126,0,1,1,1,1,1,1,1,1,0,11,1
14,5,1,0,116,0,1,0,0,1,1,0,1,0,1,1,0,0,0,0,2,2,0,0,0,0,0,1,10,22,1,0,0,2708,116,117,0,0,1,0,0,1,6,0,0,0,0,3,0,6,0,-1,1,1,0,1,1,1,0,0,3,1
12,2,1,0,10,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,61,0,0,50,5,105,1,1,0,16397,10,26,0,1,0,0,0,0,11,0,0,0,0,1,0,8,0,-1,1,1,0,1,1,1,1,0,1,1
20,0,1,0,45,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,0,26,0,0,2,36,25,0,1,0,1175,45,112,0,1,0,0,0,0,31,1,0,0,0,12,0,2,0,1,1,1,0,1,1,1,1,0,1,1
21,1,1,0,46,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,20,0,0,10,16,47,0,0,0,3421,46,126,0,1,0,0,0,0,5,0,0,0,0,13,0,43,0,-1,1,1,0,1,1,1,0,0,2,1
18,1,1,0,107,0,1,0,0,1,1,-1,1,0,0,1,0,0,0,0,6,0,0,3,0,66,0,133,8,33,0,0,0,5045,107,1,0,0,1,0,0,0,15,0,0,0,0,2,16,109,0,-1,1,1,0,1,1,1,1,0,1,1
19,0,1,4,16,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,5,5,0,0,4,42,0,0,0,739,16,25,0,0,0,0,0,0,3,0,0,0,0,8,4,10,0,1,1,1,1,1,1,1,0,0,0,1
19,0,1,2,0,0,0,0,0,-1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,14,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,-1,1,1,0,1,1,1,0,0,1,1
26,0,1,0,102,0,1,0,0,1,1,1,1,1,1,1,0,0,0,0,3,7,0,0,34,0,0,28,39,57,0,1,0,6554,102,145,4,1,1,0,0,0,17,1,0,0,0,134,0,40,0,-1,1,1,0,1,1,1,1,0,1,1
17,1,1,0,100,1,1,0,0,1,1,0,1,0,0,1,1,0,0,0,1,0,0,10,52,0,0,32,20,80,1,1,1,5643,100,164,0,1,1,0,1,0,10,1,0,0,0,8,0,35,0,-1,1,1,0,1,1,1,0,0,5,1
17,1,1,0,22,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,20,0,0,12,9,31,1,1,0,2978,22,26,0,0,0,0,0,0,5,0,0,0,0,0,0,9,0,-1,1,1,0,1,1,1,0,0,6,1
14,1,1,0,68,1,1,0,0,1,1,0,1,0,1,1,1,1,0,1,10,27,0,0,66,0,0,110,89,85,1,1,1,8622,68,338,0,1,1,1,1,1,33,1,0,0,1,73,0,55,0,-1,1,1,0,1,1,1,0,0,7,1
13,0,1,0,17,0,1,0,0,1,1,0,1,0,1,1,0,0,0,1,1,16,0,0,3,0,0,44,12,59,1,1,1,3649,17,152,0,1,0,0,0,0,19,1,0,0,1,31,0,20,0,-1,1,1,1,1,1,1,1,0,11,1
16,0,1,0,70,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,1,0,0,53,0,0,2,5,9,0,1,1,5915,70,140,0,1,0,0,0,0,19,1,0,0,0,5,0,18,0,-1,1,1,-1,1,1,1,1,0,0,1
23,1,1,0,309,0,1,0,0,1,1,0,1,0,1,1,1,1,0,0,8,13,0,0,256,5,8,35,41,15,0,1,1,12701,309,169,0,1,1,0,0,0,11,1,0,0,0,76,2,46,0,1,1,1,1,1,1,1,0,0,31,1
23,0,1,2,187,0,1,0,0,1,1,0,1,1,1,1,0,1,0,0,5,1,0,0,27,1,0,1,27,55,1,1,1,5945,187,301,0,0,1,0,0,1,32,0,0,0,0,77,1,32,0,-1,1,1,0,1,1,1,1,0,10,1
19,0,1,0,279,0,1,0,0,1,1,0,1,0,1,1,0,0,0,1,18,3,0,0,213,0,0,47,114,69,1,1,1,13824,279,444,0,1,1,0,0,0,25,1,0,0,1,129,0,171,0,1,1,1,0,1,1,1,0,0,8,1
11,0,1,2,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,-1,1,1,1,0,0,0,1
18,0,1,0,266,0,1,0,0,1,1,1,1,1,1,1,1,1,0,0,10,1,0,0,118,0,0,21,27,12,0,1,1,6650,266,372,0,1,1,0,0,0,4,0,0,0,0,50,0,20,0,-1,1,1,0,1,1,1,1,0,0,1
21,0,1,0,41,0,0,0,0,1,1,-1,1,0,1,1,0,0,0,0,0,1,0,0,40,0,0,10,25,26,1,1,1,2451,41,69,0,1,0,0,0,0,20,1,0,0,0,16,0,30,0,1,1,1,1,1,1,1,0,0,9,1
29,0,1,2,1,0,0,0,0,-1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,23,0,0,0,72,1,2,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,-1,1,1,0,1,1,1,0,0,0,1
15,0,1,0,0,0,0,0,0,-1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,14,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,-1,1,1,0,1,1,1,0,0,1,1
25,0,1,0,12,0,1,0,0,1,1,-1,1,0,0,1,0,1,0,0,5,0,0,0,0,0,0,13,1,10,1,1,1,1500,12,20,0,0,0,0,0,0,4,0,0,0,0,0,0,22,0,-1,1,1,0,1,1,1,1,0,0,1
22,0,1,0,59,0,1,0,-1,1,1,-1,1,0,1,1,0,0,0,0,1,2,0,0,23,0,0,2,16,34,1,1,0,1548,59,45,0,1,1,0,0,0,5,1,0,0,0,31,0,12,0,-1,1,1,-1,1,1,1,0,0,1,1
14,0,1,2,658,0,1,0,0,1,1,0,1,0,1,1,0,1,0,0,12,3,0,0,354,1,0,135,61,47,1,1,1,60576,658,879,0,1,1,0,0,1,16,1,0,1,0,434,1,175,0,-1,1,1,1,1,1,1,1,0,37,1
13,1,1,2,101,0,1,0,0,1,1,0,1,0,1,1,1,0,0,0,3,6,0,0,41,0,0,2,23,56,1,0,1,5367,101,151,12,1,1,0,1,1,9,1,0,0,0,13,0,74,0,-1,1,1,0,1,1,1,0,0,3,1
17,0,1,0,77,0,1,0,0,1,1,-1,1,0,1,1,0,0,0,1,1,2,0,0,83,0,0,0,10,25,0,0,0,1918,77,195,0,0,0,1,1,1,4,0,0,0,1,15,0,46,0,-1,1,1,1,1,1,1,0,0,9,1
13,0,1,0,615,0,1,0,0,1,1,1,1,0,1,1,1,1,0,0,19,2,0,0,52,0,0,16,58,86,0,0,1,15919,615,536,0,1,1,0,0,1,20,1,0,0,0,189,0,106,0,1,1,1,0,1,1,1,1,0,1,1
17,0,1,2,75,0,0,0,0,1,1,-1,1,0,1,1,0,0,0,1,0,14,0,0,26,0,0,16,57,58,1,1,0,3501,75,338,0,1,0,0,1,0,19,1,0,1,46,36,0,32,0,1,1,1,0,1,1,1,0,0,31,1
15,1,1,3,20,0,1,0,0,1,1,0,1,1,0,1,0,0,0,0,2,0,0,0,18,0,0,13,6,8,1,0,1,4504,20,20,0,0,1,0,0,0,3,0,0,0,0,0,0,6,0,-1,1,1,0,1,1,1,1,0,0,1
23,0,1,4,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,11,0,0,0,112,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,-1,1,1,-1,1,1,1,1,0,6,1
21,0,1,0,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,0,1,1,1,1,0,0,1
13,0,1,0,50,0,1,0,0,1,1,0,1,0,1,1,1,0,0,1,3,10,0,3,48,0,0,58,19,36,0,1,1,3196,50,258,0,0,1,1,0,1,11,1,0,1,48,60,0,81,0,1,1,1,0,1,1,1,1,0,15,1
17,0,1,0,12,0,0,0,0,1,1,-1,1,0,1,1,0,0,0,0,0,14,0,0,6,0,0,45,11,23,1,1,1,6113,12,162,0,1,0,0,0,0,15,1,0,0,0,0,0,58,0,-1,1,1,1,1,1,1,0,0,9,1
21,0,1,0,255,0,1,0,-1,1,1,0,1,0,1,1,1,1,0,0,8,2,0,34,189,0,0,62,65,45,1,1,1,10023,255,373,2,1,1,0,0,1,12,1,0,0,0,238,0,72,0,-1,1,1,-1,1,1,1,0,0,2,1
17,0,1,2,0,0,0,0,0,-1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,14,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,-1,1,1,0,1,1,1,1,0,1,1
15,0,1,2,122,0,1,0,0,1,1,1,1,1,1,1,0,1,0,1,5,4,0,0,113,0,0,36,62,59,1,1,1,6513,122,321,4,1,1,0,0,1,25,1,0,0,0,136,0,15,0,-1,1,1,0,1,1,1,1,0,3,1
23,1,1,2,0,0,0,0,0,-1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,25,0,1,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,-1,1,1,1,1,1,1,0,0,7,1
18,0,1,2,125,0,1,0,0,1,1,-1,1,1,0,1,0,1,0,0,4,0,0,0,87,0,0,11,8,65,1,1,0,3571,125,83,0,0,1,0,1,1,5,0,0,0,0,10,0,15,0,1,1,1,1,1,1,1,0,0,5,1
